一级单位,二级单位,三级单位,清单ID,排放源名称,清单属性,上级排放源序号,上级排放源名称,上级排放源编号
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1152,J202至J203皮带落料点,简单运输,上级排放源名称1,J202机头,JSSG_QD_YS2_1431
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1153,G102至BY05皮带落料点,简单运输,上级排放源名称1,G102,JSSG_QD_YS1_1054
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1154,G203至BY06皮带落料点,简单运输,上级排放源名称1,G203,JSSG_QD_YS1_1051
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1155,G101R皮带至G102皮带落料点,简单运输,上级排放源名称1,G101R机头,JSSG_QD_YS1_1037
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1156,G101R皮带至G203皮带落料点,简单运输,上级排放源名称1,G101R机头,JSSG_QD_YS1_1037
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1157,G202R皮带至G102皮带落料点,简单运输,上级排放源名称1,G202R机头,JSSG_QD_YS1_1036
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1158,G202R皮带至G203皮带落料点,简单运输,上级排放源名称1,G202R机头,JSSG_QD_YS1_1036
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1159,G201皮带至G202R皮带落料点,简单运输,上级排放源名称1,G201,JSSG_QD_YS1_1052
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1160,老Y202至G201皮带落料点,简单运输,上级排放源名称1,老Y202头部料斗,JSSG_QD_YS1_1110
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1161,老Y102至G101R皮带落料点,简单运输,上级排放源名称1,老Y102头部料斗,JSSG_QD_YS1_1111
原料烧结厂,原料烧结厂一车间,2#料场,JSSG_QD_YS1_1162,G301R至老线Y202皮带落料点,简单运输,上级排放源名称1,G301R,JSSG_QD_YS1_1049
原料烧结厂,原料烧结厂一车间,2#料场,JSSG_QD_YS1_1163,Y201R至老G301R皮带落料点,简单运输,上级排放源名称1,Y201R头部料斗,JSSG_QD_YS1_1112
原料烧结厂,原料烧结厂一车间,2#料场,JSSG_QD_YS1_1164,Y201R至老Y102皮带落料点,简单运输,上级排放源名称1,Y201R头部料斗,JSSG_QD_YS1_1112
原料烧结厂,原料烧结厂一车间,2#料场,JSSG_QD_YS1_1165,Y101R至Y201R皮带落料点,简单运输,上级排放源名称1,Y101R头部料斗,JSSG_QD_YS1_1113
原料烧结厂,原料烧结厂一车间,2#料场,JSSG_QD_YS1_1166,BC-2至Y101R皮带落料点,简单运输,上级排放源名称1,BC-2头部料斗,JSSG_QD_YS1_1114
原料烧结厂,原料烧结厂一车间,2#料场,JSSG_QD_YS1_1167,BC-1至BC-2皮带落料点,简单运输,上级排放源名称1,BC-1头部料斗,JSSG_QD_YS1_1115
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1168,BY11至BY13皮带落料点,简单运输,上级排放源名称1,BY11,JSSG_QD_YS1_1057
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1169,BY07B至BY12皮带落料点,简单运输,上级排放源名称1,BY07B,JSSG_QD_YS1_1060
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1170,BY10至BY07B皮带落料点,简单运输,上级排放源名称1,BY10,JSSG_QD_YS1_1058
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1171,BY09至BY11皮带落料点,简单运输,上级排放源名称1,BY09,JSSG_QD_YS1_1059
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1172,BY05至BY09皮带落料点,简单运输,上级排放源名称1,BY05,JSSG_QD_YS1_1063
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1173,BY04至BY07A皮带落料点,简单运输,上级排放源名称1,BY03至BY04皮带落料点,JSSG_QD_YS1_1174
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1174,BY03至BY04皮带落料点,简单运输,上级排放源名称1,BY03,JSSG_QD_YS1_1064
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1175,B104至BY03皮带落料点,简单运输,上级排放源名称1,B104头部料斗,JSSG_QD_YS1_1103
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1176,B103至B104皮带落料点,简单运输,上级排放源名称1,B103头部料斗,JSSG_QD_YS1_1104
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1177,B102至B103头皮带落料点,简单运输,上级排放源名称1,B102头部料斗,JSSG_QD_YS1_1105
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1178,B101B至B102皮带落料点,简单运输,上级排放源名称1,B101B头部料斗,JSSG_QD_YS1_1106
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1179,S5到B101B皮带落料点,简单运输,上级排放源名称1,S5头部料斗,JSSG_QD_YS1_1102
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1180,KY-2到S5-1皮带落料点,简单运输,上级排放源名称1,KY-2头部料斗,JSSG_QD_YS1_1108
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1181,S7到S8皮带落料点,简单运输,上级排放源名称1,S7头部料斗,JSSG_QD_YS1_1097
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1182,S6到S7皮带落料点,简单运输,上级排放源名称1,S6头部料斗,JSSG_QD_YS1_1098
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1183,S2，块矿筛分到S6皮带落料点,简单运输,上级排放源名称1,块矿筛分到S2皮带落料点,JSSG_QD_YS1_1187
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1184,KY-2到S5皮带落料点,简单运输,上级排放源名称1,KY-2头部料斗,JSSG_QD_YS1_1108
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1185,S3到S4皮带落料点,简单运输,上级排放源名称1,S3头部料斗,JSSG_QD_YS1_1099
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1186,S9到S3皮带落料点,简单运输,上级排放源名称1,块矿振动筛,JSSG_QD_YS1_2002
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1187,块矿筛分到S2皮带落料点,简单运输,上级排放源名称1,块矿振动筛,JSSG_QD_YS1_2002
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1188,S1到块矿筛分落料点,简单运输,上级排放源名称1,S1头部料斗,JSSG_QD_YS1_1101
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1189,KY-1到KY-2皮带机落料点,简单运输,上级排放源名称1,KY-1头部料斗,JSSG_QD_YS1_1109
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1190,5#炉焦炭小车顶部卸料点,简单运输,上级排放源名称1,槽前7#至5#炉焦炭落料点,JSSG_QD_YS1_1193
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1191,5#炉矿石2#小车顶部卸料点,简单运输,上级排放源名称1,槽前4#至5#炉矿石2#落料点,JSSG_QD_YS1_1195
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1192,5#炉矿石1#小车顶部卸料点,简单运输,上级排放源名称1,槽5至5#炉矿石1#落料点,JSSG_QD_YS1_1196
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1193,槽前7#至5#炉焦炭落料点,简单运输,上级排放源名称1,槽前7号,JSSG_QD_YS1_1042
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1194,槽前6#至槽前7#落料点,简单运输,上级排放源名称1,槽前6号,JSSG_QD_YS1_1043
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1195,槽前4#至5#炉矿石2#落料点,简单运输,上级排放源名称1,G204-2至槽4皮带落料点,JSSG_QD_YS1_1198
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1196,槽5至5#炉矿石1#落料点,简单运输,上级排放源名称1,槽前5号,JSSG_QD_YS1_1044
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1197,G204-2至槽5皮带落料点,简单运输,上级排放源名称1,G204-2,JSSG_QD_YS1_1039
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1198,G204-2至槽4皮带落料点,简单运输,上级排放源名称1,G204-2,JSSG_QD_YS1_1039
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1199,G103-2至槽6皮带落料点,简单运输,上级排放源名称1,G103-2,JSSG_QD_YS1_1040
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1200,G103-2至槽5皮带落料点,简单运输,上级排放源名称1,G103-2,JSSG_QD_YS1_1040
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1201,Y209至槽前5#皮带落料点,简单运输,上级排放源名称1,Y209头部,JSSG_QD_YS1_1021
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1202,Y208至槽前6#皮带落料点,简单运输,上级排放源名称1,Y208头部,JSSG_QD_YS1_1020
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1203,烧结矿管带机至Y209落料点,简单运输,上级排放源名称1,烧结矿管带机头部料斗,JSSG_QD_YS1_1080
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1204,Y202至Y208皮带落料点,简单运输,上级排放源名称1,Y202头部料斗,JSSG_QD_YS1_1068
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1205,Y207R皮带至G301R落料点,简单运输,上级排放源名称1,Y207R机头,JSSG_QD_YS1_1355
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1206,Y206至Y207R皮带落料点,简单运输,上级排放源名称1,Y206,JSSG_QD_YS1_1067
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1207,Y205至Y206皮带落料点,简单运输,上级排放源名称1,Y205头部料斗,JSSG_QD_YS1_1069
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1208,Y204至Y206皮带落料点,简单运输,上级排放源名称1,Y204头部料斗,JSSG_QD_YS1_1070
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1209,Y201至Y205皮带落料点,简单运输,上级排放源名称1,Y201头部料斗,JSSG_QD_YS1_1072
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1210,Y201至Y204皮带落料点,简单运输,上级排放源名称1,Y201头部料斗,JSSG_QD_YS1_1072
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1211,Y201至Y203皮带落料点,简单运输,上级排放源名称1,Y201头部料斗,JSSG_QD_YS1_1072
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1212,Y105至Y106皮带落料点,简单运输,上级排放源名称1,Y105头部料斗,JSSG_QD_YS1_1074
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1213,焦炭筛分至Y105皮带落料点,简单运输,上级排放源名称1,焦炭振动筛,JSSG_QD_YS1_2001
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1214,焦炭筛分至Y201皮带落料点2,简单运输,上级排放源名称1,焦炭振动筛,JSSG_QD_YS1_2001
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1215,焦炭筛分至Y201皮带落料点1,简单运输,上级排放源名称1,焦炭振动筛,JSSG_QD_YS1_2001
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1216,Y104至焦炭振动筛,简单运输,上级排放源名称1,Y104头部料斗,JSSG_QD_YS1_1075
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1217,Y102至Y104皮带落料,简单运输,上级排放源名称1,Y102头部料斗,JSSG_QD_YS1_1076
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1218,Y101R至Y102皮带落料,简单运输,上级排放源名称1,Y101R头部料斗,JSSG_QD_YS1_1113
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1219,B104机尾,简单运输,上级排放源名称1,B103至B104皮带落料点,JSSG_QD_YS1_1176
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1220,B104受料，自Y207R,简单运输,上级排放源名称1,Y207R机尾,JSSG_QD_YS1_1356
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1221,B104机头,简单运输,上级排放源名称1,B104机尾,JSSG_QD_YS1_1219
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1222,G302受料，自B104,简单运输,上级排放源名称1,B104头部料斗,JSSG_QD_YS1_1103
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1223,G302机尾,简单运输,上级排放源名称1,G302受料，自B104,JSSG_QD_YS1_1222
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1224,G302机头,简单运输,上级排放源名称1,G302机尾,JSSG_QD_YS1_1223
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1225,G204机头,简单运输,上级排放源名称1,G204-2,JSSG_QD_YS1_1039
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1226,G103机头,简单运输,上级排放源名称1,G103-2,JSSG_QD_YS1_1040
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1227,G205机尾,简单运输,上级排放源名称1,G204机头,JSSG_QD_YS1_1225
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1228,G104受料，自G103,简单运输,上级排放源名称1,G103机头,JSSG_QD_YS1_1226
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1229,G104受料，自G302,简单运输,上级排放源名称1,G302机头,JSSG_QD_YS1_1224
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1230,G205机头,简单运输,上级排放源名称1,G205机尾,JSSG_QD_YS1_1227
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1231,G104机头,简单运输,上级排放源名称1,G104受料，自G103,JSSG_QD_YS1_1228
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1232,供料1#皮带，自G205,简单运输,上级排放源名称1,G205机头,JSSG_QD_YS1_1230
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1233,供料1#皮带，自G104,简单运输,上级排放源名称1,G104机头,JSSG_QD_YS1_1231
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1234,供料1#皮带机头,简单运输,上级排放源名称1,供料1#皮带，自G205,JSSG_QD_YS1_1232
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1235,槽前2#皮带受料，自供料1#皮带,简单运输,上级排放源名称1,供料1#皮带机头,JSSG_QD_YS1_1234
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1236,槽前3#皮带受料，自供料1#皮带,简单运输,上级排放源名称1,供料1#皮带机头,JSSG_QD_YS1_1234
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1237,槽前3#皮带机尾,简单运输,上级排放源名称1,槽前3#皮带受料，自供料1#皮带,JSSG_QD_YS1_1236
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1238,槽前2#皮带机尾,简单运输,上级排放源名称1,槽前2#皮带受料，自供料1#皮带,JSSG_QD_YS1_1235
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1239,槽前1#皮带机尾,简单运输,上级排放源名称1,烧结矿管带机至槽前1#落料点,JSSG_QD_YS1_1119
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1241,槽前1#皮带机头,简单运输,上级排放源名称1,槽前1#皮带机尾,JSSG_QD_YS1_1239
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1242,槽前2#皮带机头,简单运输,上级排放源名称1,槽前2#皮带机尾,JSSG_QD_YS1_1238
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1243,槽前3#皮带机头,简单运输,上级排放源名称1,槽前3#皮带机尾,JSSG_QD_YS1_1237
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1244,4#炉焦炭皮带机尾,简单运输,上级排放源名称1,槽前1#皮带机头,JSSG_QD_YS1_1241
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1245,3#炉焦炭皮带机尾,简单运输,上级排放源名称1,槽前1#皮带机头,JSSG_QD_YS1_1241
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1246,4#炉矿石1#皮带,简单运输,上级排放源名称1,槽前1#皮带机头,JSSG_QD_YS1_1241
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1247,3#炉矿石1#皮带,简单运输,上级排放源名称1,槽前1#皮带机头,JSSG_QD_YS1_1241
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1248,4#炉矿石2#皮带,简单运输,上级排放源名称1,槽前1#皮带机头,JSSG_QD_YS1_1241
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1249,3#炉矿石2#皮带,简单运输,上级排放源名称1,槽前1#皮带机头,JSSG_QD_YS1_1241
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1250,3#炉矿石1#皮带布料小车,简单运输,上级排放源名称1,3#炉矿石1#皮带,JSSG_QD_YS1_1247
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1251,3#炉矿石2#皮带布料小车,简单运输,上级排放源名称1,3#炉矿石2#皮带,JSSG_QD_YS1_1249
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1252,3#炉焦炭皮带布料小车,简单运输,上级排放源名称1,3#炉焦炭皮带机尾,JSSG_QD_YS1_1245
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1253,4#炉矿石1#皮带布料小车,简单运输,上级排放源名称1,4#炉矿石1#皮带,JSSG_QD_YS1_1246
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1254,4#炉矿石2#皮带布料小车,简单运输,上级排放源名称1,4#炉矿石2#皮带,JSSG_QD_YS1_1248
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1255,4#炉焦炭皮带布料小车,简单运输,上级排放源名称1,4#炉焦炭皮带机尾,JSSG_QD_YS1_1244
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1256,Y205焦贮仓1-2仓,料仓,上级排放源名称1,焦2皮带布料小车,JSSG_QD_YS1_1344
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1257,Y205焦贮仓1-3仓,料仓,上级排放源名称1,焦2皮带布料小车,JSSG_QD_YS1_1344
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1258,Y205焦贮仓1-4仓,料仓,上级排放源名称1,焦2皮带布料小车,JSSG_QD_YS1_1344
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1259,Y205焦贮仓1-5仓,料仓,上级排放源名称1,焦2皮带布料小车,JSSG_QD_YS1_1344
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1260,Y205焦贮仓1-6仓,料仓,上级排放源名称1,焦2皮带布料小车,JSSG_QD_YS1_1344
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1261,Y205焦贮仓1-7仓,料仓,上级排放源名称1,焦2皮带布料小车,JSSG_QD_YS1_1344
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1262,Y205焦贮仓1-8仓,料仓,上级排放源名称1,焦2皮带布料小车,JSSG_QD_YS1_1344
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1263,Y205焦贮仓1-9仓,料仓,上级排放源名称1,焦2皮带布料小车,JSSG_QD_YS1_1344
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1264,Y205焦贮仓1-10仓,料仓,上级排放源名称1,焦2皮带布料小车,JSSG_QD_YS1_1344
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1265,Y205焦贮仓1-11仓,料仓,上级排放源名称1,焦2皮带布料小车,JSSG_QD_YS1_1344
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1266,Y205焦贮仓2-1仓,料仓,上级排放源名称1,焦2皮带布料小车,JSSG_QD_YS1_1344
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1267,Y205焦贮仓2-2仓,料仓,上级排放源名称1,焦2皮带布料小车,JSSG_QD_YS1_1344
