一级单位,二级单位,三级单位,清单ID,排放源名称,清单属性,上级排放源编号1,上级排放源名称1,上级排放源编号2,上级排放源名称2,上级排放源编号3,上级排放源名称3,上级排放源编号4,上级排放源名称4,上级排放源编号5,上级排放源名称5,上级排放源编号6,上级排放源名称6,上级排放源编号7,上级排放源名称7,上级排放源编号8,上级排放源名称8,上级排放源编号9,上级排放源名称9,上级排放源编号10,上级排放源名称10,上级排放源编号11,上级排放源名称11,上级排放源编号12,上级排放源名称12,上级排放源编号13,上级排放源名称13,上级排放源编号14,上级排放源名称14,上级排放源编号15,上级排放源名称15,上级排放源编号16,上级排放源名称16,上级排放源编号17,上级排放源名称17,上级排放源编号18,上级排放源名称18,上级排放源编号19,上级排放源名称19,上级排放源编号20,上级排放源名称20,上级排放源编号21,上级排放源名称21,上级排放源编号22,上级排放源名称22,上级排放源编号23,上级排放源名称23,上级排放源编号24,上级排放源名称24,上级排放源编号25,上级排放源名称25,上级排放源编号26,上级排放源名称26,上级排放源编号27,上级排放源名称27,上级排放源编号28,上级排放源名称28,上级排放源编号29,上级排放源名称29,上级排放源编号30,上级排放源名称30,上级排放源编号31,上级排放源名称31,上级排放源编号32,上级排放源名称32,上级排放源编号33,上级排放源名称33,上级排放源编号34,上级排放源名称34,上级排放源编号35,上级排放源名称35,上级排放源编号36,上级排放源名称36,上级排放源编号37,上级排放源名称37,上级排放源编号38,上级排放源名称38,上级排放源编号39,上级排放源名称39,上级排放源编号40,上级排放源名称40,上级排放源编号41,上级排放源名称41,上级排放源编号42,上级排放源名称42,上级排放源编号43,上级排放源名称43,上级排放源编号44,上级排放源名称44
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1519,5#烧结H1-1胶带机受料点（6#电子秤）,简单运输,JSSG_QD_YS5_1513,5#烧结配料室6#电子秤下料口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1725,@YS5_5S_配料室7A#仓,料仓,JSSG_QD_YS5_1360,7号仓入口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1520,5#烧结配料室7#A仓卸料至7#A电子秤,简单运输,JSSG_QD_YS5_1725,@YS5_5S_配料室7A#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1726,@YS5_5S_配料室7B#仓,料仓,JSSG_QD_YS5_1360,7号仓入口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1521,5#烧结配料室7#B仓卸料至7#B电子秤,简单运输,JSSG_QD_YS5_1726,@YS5_5S_配料室7B#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1727,@YS5_5S_配料室8#仓,料仓,JSSG_QD_YS5_1361,8号仓入口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1522,5#烧结配料室8#仓卸料至8#电子秤,简单运输,JSSG_QD_YS5_1727,@YS5_5S_配料室8#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1728,@YS5_5S_配料室9#仓,料仓,JSSG_QD_YS5_1362,9号仓入口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1523,5#烧结配料室9#仓卸料至9#电子秤,简单运输,JSSG_QD_YS5_1728,@YS5_5S_配料室9#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1729,@YS5_5S_配料室10#仓,料仓,JSSG_QD_YS5_1363,10号仓入口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1524,5#烧结配料室10#仓卸料至10#电子秤,简单运输,JSSG_QD_YS5_1729,@YS5_5S_配料室10#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1730,@YS5_5S_配料室11#仓,料仓,JSSG_QD_YS5_1364,11号仓入口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1525,5#烧结配料室11#仓卸料至11#电子秤,简单运输,JSSG_QD_YS5_1730,@YS5_5S_配料室11#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1731,@YS5_5S_配料室12#仓,料仓,JSSG_QD_YS5_1353,12号生石灰仓入口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1526,5#烧结配料室12#仓卸料至12#电子秤,简单运输,JSSG_QD_YS5_1731,@YS5_5S_配料室12#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1732,@YS5_5S_配料室13#仓,料仓,JSSG_QD_YS5_1352,13号生石灰仓入口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1527,5#烧结配料室13#仓卸料至13#电子秤,简单运输,JSSG_QD_YS5_1732,@YS5_5S_配料室13#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1733,@YS5_5S_配料室14#仓,料仓,JSSG_QD_YS5_1350,14号焦粉仓入口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1528,5#烧结配料室14#仓卸料至14#电子秤,简单运输,JSSG_QD_YS5_1733,@YS5_5S_配料室14#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1734,@YS5_5S_配料室15#仓,料仓,JSSG_QD_YS5_1351,15号焦粉仓入口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1529,5#烧结配料室15#仓卸料至15#电子秤,简单运输,JSSG_QD_YS5_1734,@YS5_5S_配料室15#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1530,5#烧结配料室7#A电子秤下料口,简单运输,JSSG_QD_YS5_1520,5#烧结配料室7#A仓卸料至7#A电子秤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1531,5#烧结配料室7#B电子秤下料口,简单运输,JSSG_QD_YS5_1521,5#烧结配料室7#B仓卸料至7#B电子秤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1532,5#烧结配料室8#电子秤下料口,简单运输,JSSG_QD_YS5_1522,5#烧结配料室8#仓卸料至8#电子秤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1533,5#烧结配料室9#电子秤下料口,简单运输,JSSG_QD_YS5_1523,5#烧结配料室9#仓卸料至9#电子秤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1534,5#烧结配料室10#电子秤下料口,简单运输,JSSG_QD_YS5_1524,5#烧结配料室10#仓卸料至10#电子秤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1535,5#烧结配料室11#电子秤下料口,简单运输,JSSG_QD_YS5_1525,5#烧结配料室11#仓卸料至11#电子秤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1536,5#烧结配料室12#电子秤下料口,简单运输,JSSG_QD_YS5_1526,5#烧结配料室12#仓卸料至12#电子秤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1537,5#烧结配料室13#电子秤下料口,简单运输,JSSG_QD_YS5_1527,5#烧结配料室13#仓卸料至13#电子秤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1538,5#烧结配料室14#电子秤下料口,简单运输,JSSG_QD_YS5_1528,5#烧结配料室14#仓卸料至14#电子秤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1539,5#烧结配料室15#电子秤下料口,简单运输,JSSG_QD_YS5_1529,5#烧结配料室15#仓卸料至15#电子秤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1540,5#烧结H1-1胶带机受料点（7#A电子秤）,简单运输,JSSG_QD_YS5_1530,5#烧结配料室7#A电子秤下料口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1541,5#烧结H1-1胶带机受料点（7#B电子秤）,简单运输,JSSG_QD_YS5_1531,5#烧结配料室7#B电子秤下料口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1542,5#烧结H1-1胶带机受料点（8#电子秤）,简单运输,JSSG_QD_YS5_1532,5#烧结配料室8#电子秤下料口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1543,5#烧结H1-1胶带机受料点（9#电子秤）,简单运输,JSSG_QD_YS5_1533,5#烧结配料室9#电子秤下料口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1544,5#烧结H1-1胶带机受料点（10#电子秤）,简单运输,JSSG_QD_YS5_1534,5#烧结配料室10#电子秤下料口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1545,5#烧结H1-1胶带机受料点（11#电子秤）,简单运输,JSSG_QD_YS5_1535,5#烧结配料室11#电子秤下料口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1546,5#烧结H1-1胶带机受料点（12#电子秤）,简单运输,JSSG_QD_YS5_1536,5#烧结配料室12#电子秤下料口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1547,5#烧结H1-1胶带机受料点（13#电子秤）,简单运输,JSSG_QD_YS5_1537,5#烧结配料室13#电子秤下料口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1548,5#烧结H1-1胶带机受料点（14#电子秤）,简单运输,JSSG_QD_YS5_1538,5#烧结配料室14#电子秤下料口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1549,5#烧结H1-1胶带机受料点（15#电子秤）,简单运输,JSSG_QD_YS5_1539,5#烧结配料室15#电子秤下料口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1550,RP-5胶带机机头卸料点,简单运输,JSSG_QD_YS5_1554,RP-5胶带机受料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1551,RP-6胶带机机头卸料点,简单运输,JSSG_QD_YS5_1555,RP-6胶带机受料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1552,RP-9胶带机机头卸料点,简单运输,JSSG_QD_YS5_1556,RP-9胶带机受料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1553,RP-10胶带机机头卸料点,简单运输,JSSG_QD_YS5_1557,RP-10胶带机受料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1554,RP-5胶带机受料点,简单运输,JSSG_QD_YS5_2025,1号对辊破碎机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1555,RP-6胶带机受料点,简单运输,JSSG_QD_YS5_2026,2号对辊破碎机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1556,RP-9胶带机受料点,简单运输,JSSG_QD_YS5_2027,3号对辊破碎机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1557,RP-10胶带机受料点,简单运输,JSSG_QD_YS5_2028,4号对辊破碎机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1558,1号燃料仓卸料至RP-3皮带,简单运输,JSSG_QD_YS5_1735,@YS5_5S_燃料1#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1559,2号燃料仓卸料至RP-4皮带,简单运输,JSSG_QD_YS5_1736,@YS5_5S_燃料2#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1560,3号燃料仓卸料至RP-7皮带,简单运输,JSSG_QD_YS5_1737,@YS5_5S_燃料3#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1561,4号燃料仓卸料至RP-8皮带,简单运输,JSSG_QD_YS5_1738,@YS5_5S_燃料4#仓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1562,RP-3胶带机机头卸料点,简单运输,JSSG_QD_YS5_1558,1号燃料仓卸料至RP-3皮带,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1563,RP-4胶带机机头卸料点,简单运输,JSSG_QD_YS5_1559,2号燃料仓卸料至RP-4皮带,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1564,RP-7胶带机机头卸料点,简单运输,JSSG_QD_YS5_1560,3号燃料仓卸料至RP-7皮带,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1565,RP-8胶带机机头卸料点,简单运输,JSSG_QD_YS5_1561,4号燃料仓卸料至RP-8皮带,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1566,RP-2北卸料点,简单运输,JSSG_QD_YS5_1568,RP-2受料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1567,RP-2南卸料点,简单运输,JSSG_QD_YS5_1568,RP-2受料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1568,RP-2受料点,简单运输,JSSG_QD_YS5_1573,RP-1胶带机机头卸料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1569,1号燃料仓入口,简单运输,JSSG_QD_YS5_1566,RP-2北卸料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1570,2号燃料仓入口,简单运输,JSSG_QD_YS5_1566,RP-2北卸料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1571,3号燃料仓入口,简单运输,JSSG_QD_YS5_1567,RP-2南卸料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1572,4号燃料仓入口,简单运输,JSSG_QD_YS5_1567,RP-2南卸料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1573,RP-1胶带机机头卸料点,简单运输,JSSG_QD_YS5_1407,燃料仓库1#仓振动给料机至RP-1,JSSG_QD_YS5_1408,燃料仓库2#仓振动给料机至RP-1,JSSG_QD_YS5_1409,燃料仓库3#仓振动给料机至RP-1,JSSG_QD_YS5_1410,燃料仓库4#仓振动给料机至RP-1,JSSG_QD_YS5_1411,燃料仓库5#仓振动给料机至RP-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1574,Z3-1G皮带受料点1（1号四辊破碎机出口）,简单运输,JSSG_QD_YS5_2021,1号四辊破碎机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1575,Z3-1G皮带受料点2（2号四辊破碎机出口）,简单运输,JSSG_QD_YS5_2022,2号四辊破碎机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1576,Z3-1G皮带受料点3（3号四辊破碎机出口）,简单运输,JSSG_QD_YS5_2023,3号四辊破碎机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1577,Z3-1G皮带受料点4（4号四辊破碎机出口）,简单运输,JSSG_QD_YS5_2024,4号四辊破碎机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1578,1号四辊破碎机入口,简单运输,JSSG_QD_YS5_1550,RP-5胶带机机头卸料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1579,2号四辊破碎机入口,简单运输,JSSG_QD_YS5_1551,RP-6胶带机机头卸料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,5#烧结,JSSG_QD_YS5_1580,3号四辊破碎机入口,简单运输,JSSG_QD_YS5_1552,RP-9胶带机机头卸料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
